"id_curso";"nome";"id_coordenador";"coordenador";"situacao_curso";"nivel_ensino";"grau_academico";"modalidade_educacao";"area_conhecimento";"tipo_oferta";"turno";"tipo_ciclo_formacao";"municipio";"campus";"id_unidade_responsavel";"unidade_responsavel";"website";"data_funcionamento";"codigo_inep";"dou";"portaria_reconhecimento";"convenio_academico"
"107216560";"GESTÃO PÚBLICA";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"";"";"";"";"";""
"92017023";"GESTÃO PÚBLICA";"";"";"ATIVO";"GRADUAÇÃO";"TECNOLÓGICO";"A Distância";"Ciências Sociais Aplicadas";"Temporário";"";"Um ciclo";"CAICÓ";"Campus Caicó";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"adelardo";"";"1333454";"2016-06-16";"Portaria nº 205/2016 - MEC";""
"106600496";"GESTÃO PÚBLICA";"";"";"";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"";"";"";"";"";""
"16431542";"GESTÃO PÚBLICA";"";"";"ATIVO";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"95590562";"GESTÃO PÚBLICA MUNICIPAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"94304911";"GESTÃO PÚBLICA MUNICIPAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"16431540";"GESTÃO PÚBLICA MUNICIPAL MODALIDADE A DISTÂNCIA";"";"";"ATIVO";"LATO SENSU";"";"A Distância";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"90409884";"GESTÃO PÚBLICA PARA O MINISTÉRIO PÚBLICO DO RIO GRANDE DO NORTE";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"99266675";"GP";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"115";"DEPARTAMENTO DE ENGENHARIA PRODUÇÃO";"";"";"";"";"";""
"98984072";"HIS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5486";"CERES - DEPARTAMENTO DE HISTÓRIA";"";"";"";"";"";""
"2000046";"HISTÓRIA";"5752301";"SEBASTIAO LEAL FERREIRA VARGAS NETTO";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Humanas";"Regular";"Matutino e Noturno";"Um ciclo";"NATAL";"Campus Central";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"http://prograd.ufrn.br/";"1957-03-07";"1113228";"1959-09-16";"Decreto nº 46.868";""
"2000047";"HISTÓRIA";"5753244";"FABIO MAFRA BORGES";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Humanas";"Regular";"Matutino e Vespertino";"Um ciclo";"CAICÓ";"Campus Caicó";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"http://prograd.ufrn.br/";"1974-03-11";"1083431";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"111635060";"HISTÓRIA";"26221";"JAILMA MARIA DE LIMA";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Humanas";"Regular";"Matutino e Vespertino";"Um ciclo";"CAICÓ";"Campus Caicó";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"http://prograd.ufrn.br/";"1974-03-11";"12350";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"111635057";"HISTÓRIA";"22163";"RAIMUNDO NONATO ARAUJO DA ROCHA";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Humanas";"Regular";"Matutino e Noturno";"Um ciclo";"NATAL";"Campus Central";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"http://prograd.ufrn.br/";"1957-03-07";"12324";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"50913238";"HISTÓRIA -";"17736";"WICLIFFE DE ANDRADE COSTA";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"A Distância";"Ciências Humanas";"Regular";"";"Um ciclo";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"1299294";"";"";""
"98907860";"HISTÓRIA DA ÁFRICA, DA CULTURA AFRO-BRASILEIRA E AFRICANA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"363";"PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO";"";"";"";"";"";""
"87357281";"HISTÓRIA DO BRASIL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5486";"CERES - DEPARTAMENTO DE HISTÓRIA";"";"";"";"";"";""
"123983886";"HISTÓRIA DOS SERTÕES";"5752752";"LOURIVAL ANDRADE JUNIOR";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5486";"CERES - DEPARTAMENTO DE HISTÓRIA";"";"";"";"";"";""
"103333394";"HISTÓRIA E CULTURA AFRICANA E AFRO-BRASILEIRA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"5486";"CERES - DEPARTAMENTO DE HISTÓRIA";"";"";"";"";"";""
"100640964";"HISTÓRIA E CULTURA AFRO-BRASILEIRA E AFRICANA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"1488";"NÚCLEO CÂMARA CASCUDO DE ESTUDOS";"";"";"";"";"";""
"2794100";"I CURSO DE ESPECIALização em crianças e adolescentes: aspectos legais e sociais";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"143";"DEPARTAMENTO DE PSICOLOGIA";"";"";"";"";"";""
"8293230";"I CURSO DE ESPECIALIZAÇÃO EM DIREITO ADMINISTRATIVO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"84";"DEPARTAMENTO DE DIREITO PUBLICO - DIPUB";"";"";"";"";"";""
"18284012";"I CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"404";"PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO";"";"";"";"";"";""
"16802810";"I Curso de Especialização em Terapia Cognitivo Comportamental";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"143";"DEPARTAMENTO DE PSICOLOGIA";"";"";"";"";"";""
"117810389";"II CEFLE- FUNDAMENTOS LINGUÍSTICOS PARA O ENSINO DA LEITURA E ESCRITA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"2270667";"II CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSO CIVIL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"404";"PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO";"";"";"";"";"";""
"84696044";"II CURSO DE ESPECIALIZAÇÃO EM ENERGIA EÓLICA";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"115";"DEPARTAMENTO DE ENGENHARIA PRODUÇÃO";"";"";"";"";"";""
"4847468";"II CURSO DE ESPECIALIZAÇÃO EM GESTÃO UNIVERSITÁRIA";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"96684274";"II CURSO DE ESPECIALIZAÇÃO EM PLANEJAMENTO TRIBUTÁRIO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"";"";"";"";"";""
"90661871";"II CURSO DE PÓS-GRADUAÇÃO EM MÚSICA - PRÁTICAS INTERPRETATIVAS DO SÉC. XX E XXI";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"89308464";"II EDIÇÃO - PÓS-GRADUAÇÃO EM MÚSICA: PRÁTICAS INTERPRETATIVAS DO SÉC. XX E XXI";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"284";"ESCOLA DE MÚSICA";"";"";"";"";"";""
"90239418";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CIVIL E PROCESSUAL CIVIL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"84";"DEPARTAMENTO DE DIREITO PUBLICO - DIPUB";"";"";"";"";"";""
"14060530";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO CONSTITUCIONAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"404";"PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO";"";"";"";"";"";""
"90296038";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO INTERNACIONAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"404";"PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO";"";"";"";"";"";""
"8302660";"III CURSO DE ESPECIALIZAÇÃO EM DIREITO TRIBUTÁRIO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"84";"DEPARTAMENTO DE DIREITO PUBLICO - DIPUB";"";"";"";"";"";""
"15315771";"III CURSO DE ESPECIALIZAÇÃO EM GESTÃO AMBIENTAL URBANA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"315";"PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA";"";"";"";"";"";""
"6992520";"III CURSO DE ESP EM PSICOLOGIA CLÍNICA NA ABORDAGEM HUMANISTA-EXISTENCIAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"143";"DEPARTAMENTO DE PSICOLOGIA";"";"";"";"";"";""
"110468980";"IMPLANTODONTIA";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"195";"DEPARTAMENTO DE ODONTOLOGIA";"";"";"";"";"";""
"96911886";"INICIAÇÃO ESPORTIVA:BASES FISIOLÓGICAS E PEDAGÓGICAS NO DESENVOLVIMENTO HUMANO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"";"";"";"";"";""
"91609267";"INTELIGÊNCIA E ANÁLISE ESTRATÉGICA DE NEGÓCIOS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"97936584";"INTELIGÊNCIA E ANÁLISE ESTRATÉGICA DE NEGÓCIOS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"74";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO";"";"";"";"";"";""
"85378701";"IV CURSO DE ESPECIALIZAÇÃO EM DIREITO CONSTITUCIONAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"404";"PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO";"";"";"";"";"";""
"100368839";"IV CURSO DE  ESPECIALIZAÇÃO  EM DIREITO INTERNACIONAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"404";"PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO";"";"";"";"";"";""
"2821199";"IV CURSO DE ESPECIALIZAÇÃO EM DIREITO TRIBUTÁRIO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"84";"DEPARTAMENTO DE DIREITO PUBLICO - DIPUB";"";"";"";"";"";""
"2642948";"IV CURSO DE ESPECIALIZAÇÃO EM PSICOLOGIA CLÍNICA HUMANISTA-EXISTENCIAL";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"143";"DEPARTAMENTO DE PSICOLOGIA";"";"";"";"";"";""
"1205190";"IV CURSO DE ESPECIALIZAÇÃO EM PSICOLOGIA DA SAÚDE: DESENVOLVIMENTO E HOSPITALIZA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"NATAL";"";"143";"DEPARTAMENTO DE PSICOLOGIA";"";"";"";"";"";""
"118835329";"JORNALISMO";"25607";"KENIA BEATRIZ FERREIRA MAIA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Humanas";"Regular";"";"Um ciclo";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"29462";"";"";""
"91709533";"LEITURA E PRODUÇÃO DE TEXTOS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"2682408";"LEITURA E PRODUÇÃO DE TEXTOS";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"115841925";"LEITURA E PRODUÇÃO DE TEXTOS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"50852239";"LETRAS";"5756347";"ANA VIRGINIA LIMA DA SILVA ROCHA";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"A Distância";"Linguística, Letras e Artes";"Regular";"";"Um ciclo";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"1170261";"2015-11-30";"Portaria nº 922/2015 - DIREG/MEC";""
"118836561";"LETRAS - FRANCÊS";"5754981";"TAMARA MARIA COSTA E SILVA N DE ABREU";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Linguística, Letras e Artes";"Regular";"";"Um ciclo";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"32296";"2012-12-27";"Portaria nº 286/2012 - MEC";""
"118840295";"LETRAS - INGLÊS";"5757890";"ORISON MARDEN BANDEIRA DE MELO JUNIOR";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Linguística, Letras e Artes";"Regular";"";"Um ciclo";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"34277";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"118880834";"LETRAS - LÍNGUA ESPANHOLA";"5753690";"FRANCISCO ERNESTO ZARAGOZA ZALDIVAR";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Linguística, Letras e Artes";"Regular";"";"Um ciclo";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"116564";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"118922026";"LETRAS - LÍNGUA ESPANHOLA";"5754632";"SEBASTIAO AUGUSTO RABELO";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Linguística, Letras e Artes";"Regular";"";"Um ciclo";"CURRAIS NOVOS";"";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"";"";"116626";"2012-05-30";"Artigo 63 da Portaria Normativa nº 40 - MEC - Proc. EMEC Nº 201204038";""
"118922626";"LETRAS - LÍNGUA PORTUGUESA";"2289732";"HELIO DIAS FURTADO";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Linguística, Letras e Artes";"Regular";"";"Um ciclo";"CURRAIS NOVOS";"";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"";"";"110830";"2009-07-16";"Artigo 63 da Portaria Normativa nº 40 - MEC - Proc. EMEC Nº 200906664";""
"118881115";"LETRAS - LÍNGUA PORTUGUESA";"5758252";"CLEBSON LUIZ DE BRITO";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Humanas";"Regular";"";"Um ciclo";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"31160";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"118921874";"LETRAS - LÍNGUA PORTUGUESA E LIBRAS";"5757652";"LARALIS NUNES DE SOUSA OLIVEIRA";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Linguística, Letras e Artes";"Regular";"";"Um ciclo";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"1279038";"2017-09-27";"PORTARIA Nº 1.011 - MEC";""
"124691014";"LIBRAS";"5753093";"ALEXANDRO TEIXEIRA GOMES";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"7847";"DEPARTAMENTO DE LETRAS - CERES";"";"";"";"";"";""
"120034266";"LIBRAS";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"7847";"DEPARTAMENTO DE LETRAS - CERES";"";"";"";"";"";""
"102191189";"LICENCIATURA EM CIÊNCIAS SOCIAIS";"5754627";"CESAR SANSON";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Humanas";"Temporário";"";"Um ciclo";"NATAL";"";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"";"";"12315";"";"";"PRONERA"
"90311125";"LINGUA PORTUGUESA: GRAMÁTICA, TEXTO E DISCURSO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"65";"PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM";"";"";"";"";"";""
"106300063";"LÍNGUA PORTUGUESA GRAMÁTICA, TEXTO E DISCURSO";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"90314721";"LÍNGUA PORTUGUESA: GRAMÁTICA, TEXTO E DISCURSO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"65";"PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM";"";"";"";"";"";""
"89444835";"LÍNGUA PORTUGUESA: GRAMÁTICA, TEXTO E DISCURSO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"90310685";"LÍNGUA PORTUGUESA: GRAMÁTICA, TEXTO E DISCURSO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"65";"PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM";"";"";"";"";"";""
"20380590";"LINGUÍSTICA E ENSINO DA LÍNGUA MATERNA (ELINGEM)";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"236";"CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS";"";"";"";"";"";""
"98466314";"LINGUÍSTICA E ENSINO DE LÍNGUA MATERNA - ELINGEM";"";"";"ATIVO";"LATO SENSU";"";"Semi-Presencial";"";"";"";"";"";"";"7847";"DEPARTAMENTO DE LETRAS - CERES";"";"";"";"";"";""
"89255875";"LINGUÍSTICA E ENSINO DE LÍNGUA PORTUGUESA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"108183561";"LINGUÍSTICA E ENSINO DE TEXTO";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"7847";"DEPARTAMENTO DE LETRAS - CERES";"";"";"";"";"";""
"98807653";"LITERATURA AFRO-BRASILEIRA";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"84750896";"LITERATURA BRASILEIRA - CELB";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"138";"DEPARTAMENTO DE LETRAS";"";"";"";"";"";""
"123848930";"LITERATURA E CULTURA DO RIO GRANDE DO NORTE";"5755772";"JOSE LUIZ FERREIRA";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"1488";"NÚCLEO CÂMARA CASCUDO DE ESTUDOS";"";"";"";"";"";""
"86837680";"LITERATURA E CULTURA DO RIO GRANDE DO NORTE";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"1488";"NÚCLEO CÂMARA CASCUDO DE ESTUDOS";"";"";"";"";"";""
"127378593";"LITERATURA E ENSINO";"5754632";"SEBASTIAO AUGUSTO RABELO";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"7847";"DEPARTAMENTO DE LETRAS - CERES";"";"";"";"";"";""
"87338446";"MANEJO SUSTENTÁVEL DO SEMIÁRIDO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"MACAÍBA";"";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"";"";"";"";"";""
"106102854";"MANEJO SUSTENTÁVEL DO SEMIÁRIDO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"MACAÍBA";"";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"";"";"";"";"";""
"109093416";"MANEJO SUSTENTÁVEL DO SEMIÁRIDO";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"MACAÍBA";"";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"";"";"";"";"";""
"124439078";"MARKETING";"20885";"AFRANIO GALDINO DE ARAUJO";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"98404575";"MARKETING";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"124439083";"MARKETING";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"98435699";"MARKETING";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"91612391";"MARKETING";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
"120996572";"MARKETING ESTRATÉGICO";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"136";"DEPARTAMENTO DE CIÊNCIAS SOCIAIS";"";"";"";"";"";""
"2000054";"MATEMÁTICA";"5757170";"ROBERTO TEODORO GURGEL DE OLIVEIRA";"ATIVO";"GRADUAÇÃO";"BACHARELADO";"Presencial";"Ciências Exatas e da Terra";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"http://www.ccet.ufrn.br/matematica/";"1969-08-01";"12333";"2016-12-15";"Portaria nº 797/2016 - MEC";""
"85436489";"MATEMÁTICA";"17497";"MANUEL CLAUDEMIR SILVA CALDAS";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Exatas e da Terra";"Semestral";"";"Um ciclo";"NATAL";"";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"";"";"";"2012-12-27";"Portaria nº 286/2012 - MEC";"PARFOR"
"2000134";"MATEMÁTICA";"5755581";"VIVIANE KLEIN";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"A Distância";"Ciências Exatas e da Terra";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"";"2020-01-01";"99898";"2013-06-03";"Portaria nº 244/2013 - MEC";""
"111635066";"MATEMÁTICA";"5753902";"MARCONIO SILVA DOS SANTOS";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Exatas e da Terra";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"NATAL";"Campus Central";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"http://www.ccet.ufrn.br/matematica/";"1969-08-01";"312333";"2016-12-15";"Portaria nº 797/2016 - MEC";""
"2000055";"MATEMÁTICA";"5752603";"ADRIANO THIAGO LOPES BERNARDINO";"ATIVO";"GRADUAÇÃO";"LICENCIATURA";"Presencial";"Ciências Exatas e da Terra";"Regular";"Matutino, Vespertino e Noturno";"Um ciclo";"CAICÓ";"Campus Caicó";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"";"1979-07-20";"12354";"2015-12-30";"Portaria nº 1098/2015 - DIREG/MEC";""
"127083477";"MBA DESIGN: INDUSTRIA 4.0";"";"";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"9109";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"";"";"";"";"";""
"127177289";"MBA DESIGN: INDUSTRIA 4.0";"5752264";"AQUILES MEDEIROS FILGUEIRA BURLAMAQUI";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"9109";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"";"";"";"";"";""
"117029625";"MBA EM CONTROLADORIA, FINANÇAS E CONTABILIDADE NO SETOR PÚBLICO";"23004";"VICTOR BRANCO DE HOLANDA";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"";"";"";"";"";""
"117029625";"MBA EM CONTROLADORIA, FINANÇAS E CONTABILIDADE NO SETOR PÚBLICO";"23004";"VICTOR BRANCO DE HOLANDA";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"163";"DEPARTAMENTO DE CIÊNCIAS CONTÁBEIS - DCC";"";"";"";"";"";""
"125826893";"MBA EM DESIGN DE INOVAÇÃO";"5753011";"EFRAIN PANTALEON MATAMOROS";"";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"9109";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"";"";"";"";"";""
"16365610";"MBA em Gestão de Cooperativas";"";"";"ATIVO";"LATO SENSU";"";"Presencial";"";"";"";"";"";"";"161";"DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD";"";"";"";"";"";""
